 Full     Lambda       e     Intensity   preLambda   ID    
          0.1nm      0.1nm                 0.1nm           

  526  3976.344763  0.000114      1961  3976.346370  ThII  
  527  3976.959361  0.000111      3515  3976.955784  ThI   
  528  3977.046212  0.000121      1627  3977.047362  NoID  
  529  3977.278947  0.000156       489               ?     
  530  3977.539585  0.000109      7189  3977.539693  ThII  
  531  3977.598142  0.000322       298               ?     
  532  3977.649748  0.000135       956               ?     
  533  3978.867027  0.000119      1227               ?     
  534  3980.166308  0.000111      2589  3980.168825  ThII  
  535  3980.481353  0.000143    102970  3980.480995  ArII  
  536  3980.734703  0.000137       689               ?     
  537  3980.841667  0.000145      5831  3980.840897  ArI   
  538  3981.082152  0.000142      6946  3981.082105  ThI   
  539  3981.215112  0.000138     44537  3981.215400  NoID  
  540  3981.880456  0.000142      5903  3981.880976  ThII  
  541  3982.232469  0.000141      8672  3982.232521  ThII  
  542  3982.954417  0.000140     10554  3982.954373  ThI   
  543  3983.228953  0.000140      8083  3983.228330  ThII  
  544  3983.354850  0.000121      1089               ?     
  545  3983.606667  0.000146      2198  3983.607487  NoID  
  546  3983.732871  0.000111      1887  3983.733571  ThI   
  547  3984.021561  0.000141      5725  3984.022095  ThI   
  548  3984.137241  0.000113      1734  3984.136761  NoID  
  549  3984.300696  0.000114      1366               ?     
  550  3985.221639  0.000142      4880  3985.222349  ThI   
  551  3985.501185  0.000124       959  3985.502623  ThII  
  552  3986.006467  0.000139     14718  3986.006582  ThI   
  553  3986.537598  0.000119      1360  3986.538718  ThII  
  554  3987.202925  0.000143      3613  3987.201291  NoID  
  555  3987.345548  0.000126      1052               ?     
  556  3987.539764  0.000154      1103               ?     
  557  3988.682289  0.000144      2168  3988.681939  NoID  
  558  3988.833304  0.000666      1606  3988.834025  ThII  
  559  3988.894641  0.002575       603               ?     
  560  3988.995046  0.000143      2870  3988.995192  ThI   
  561  3989.285697  0.000141      8045  3989.285147  ArII  
  562  3989.728070  0.000139      8996  3989.727680  ThII  
  563  3989.973197  0.000140      5134  3989.973675  ThII  
  564  3990.580769  0.000167       795               ?     
  565  3991.620924  0.000133     74179  3991.620726  ThI   
  566  3992.021496  0.000136     10855  3992.021594  ThI   
  567  3992.337929  0.000167       634  3992.336949  NoID  
  568  3992.567583  0.000172       553               ?     
  569  3992.748541  0.000141      3037  3992.750443  NoID  
  570  3992.859881  0.000133     42645  3992.859697  ThI   
  571  3992.960210  0.000147      1504  3992.962579  NoID  
  572  3993.182444  0.000136     24284  3993.181961  ArII  
  573  3993.402433  0.000121      3548  3993.401623  ThII  
  574  3994.428355  0.000135      9679  3994.428108  NoID  
  575  3994.643787  0.000142      2189  3994.644173  ThI   
  576  3994.853109  0.000128      1498  3994.852026  ThII  
  577  3994.960322  0.000163       513               ?     
  578  3995.679076  0.000131    123791  3995.678977  ThII  
  579  3995.921696  0.000137    243977  3995.921475  ArII  
  580  3996.460298  0.000184       420               ?     
  581  3997.085386  0.000160       508               ?     
  582  3997.191596  0.000114     11403  3997.191653  ThII  
  583  3997.328397  0.000117      3036  3997.326844  NoID  
  584  3997.441021  0.000171       512               ?     
  585  3997.561183  0.000132       983               ?     
  586  3997.639627  0.000124      1293               ?     
  587  3997.799658  0.000114      8783  3997.798796  ThI   
  588  3998.060812  0.000115      4835  3998.061244  NoID  
  589  3998.146834  0.000114      7898  3998.147163  ThI   
  590  3998.240007  0.000117      2754  3998.240902  NoID  
  591  3998.304665  0.000154       720               ?     
  592  3998.475819  0.000578      2163  3998.478387  NoID  
  593  3998.519186  0.005236       674               ?     
  594  3998.596827  0.000457      2313  3998.598987  ThII  
  595  3998.996148  0.000113      8679  3998.995852  ThII  
  596  3999.107970  0.000123      1232  3999.107383  NoID  
  597  3999.191893  0.000113      7463  3999.191763  ThI   
  598  3999.786833  0.000114      3955  3999.787147  ThI   
  599  3999.863976  0.000112     14877  3999.864085  ThI   

  600  3999.932270  0.000118      1935               ?     
  601  4000.083056  0.000111     18559  4000.083362  ThI   
  602  4000.155889  0.000134       785               ?     
  603  4000.382891  0.000112      5949  4000.382469  ArII  
  604  4001.411493  0.000110     27314  4001.412130  ThI   
  605  4001.575865  0.000112      4650  4001.576621  ThI   
  606  4001.878027  0.000116      1808  4001.880243  ThI   
  607  4002.189233  0.000109     82356  4002.189342  ThI   
  608  4002.269278  0.000118      1912  4002.268886  ArII  
  609  4002.599634  0.000143       542               ?     
  610  4002.865774  0.000111      3459  4002.865331  ThII  
  611  4002.953320  0.000121      1898               ?     
  612  4003.025075  0.000109     88946  4003.024958  ThI   
  613  4003.123692  0.000147       502  4003.127323  NoID  
  614  4003.670010  0.000146       550  4003.664618  NoID  
  615  4004.237505  0.000109      5995  4004.237460  ThII  
  616  4004.706475  0.000108     14964  4004.705914  ThI   
  617  4004.783417  0.000350      1463               ?     
  618  4005.783177  0.000156       450  4005.784401  NoID  
  619  4006.225271  0.000125     74528  4006.225161  ThI   
  620  4006.373532  0.000130      1228               ?     
  621  4006.433758  0.000800       709               ?     
  622  4006.494522  0.000130     14183  4006.495041  ArII  
  623  4006.661424  0.000360      4598  4006.661540  ThII  
  624  4006.707343  0.000464      3604  4006.706682  ThII  
  625  4007.094427  0.000128      8423  4007.094063  ThI   
  626  4007.513322  0.000128      6546  4007.513302  ThII  
  627  4007.864129  0.000116      1403  4007.864826  NoID  
  628  4008.069108  0.000150       623               ?     
  629  4008.152304  0.000155     13699  4008.151635  ThII  
  630  4008.198095  0.000611      1710  4008.194417  ThII  
  631  4008.919495  0.000142       729  4008.920457  NoID  
  632  4008.980309  0.000111      2270  4008.979248  NoID  
  633  4009.077684  0.000116      1448  4009.076356  NoID  
  634  4009.343399  0.000118    166675  4009.343358  ThI   
  635  4010.857225  0.000140     12953  4010.858002  ThI   
  636  4010.919732  0.001671      3988               ?     
  637  4010.953277  0.000390     10349  4010.952982  ThI   
  638  4011.426673  0.000118      1208  4011.424569  NoID  
  639  4012.343554  0.000127      8616  4012.343203  ArII  
  640  4012.725677  0.000123     37196  4012.725637  ThI   
  641  4013.326736  0.000129      2781  4013.325767  ThI   
  642  4013.629652  0.000116    294931  4013.629467  ThI   
  643  4014.991336  0.000128    161546  4014.990707  ArII  
  644  4015.048693  0.000294      8293               ?     
  645  4015.851153  0.000123     44482  4015.851223  ThI   
  646  4017.249289  0.000131      2234  4017.248119  ThI   
  647  4017.352168  0.000159       730  4017.353473  NoID  
  648  4017.435593  0.000152       818  4017.435687  ThII  
  649  4017.777736  0.000348      3637  4017.777944  NoID  
  650  4017.827304  0.000298      4746  4017.824774  NoID  
  651  4018.198215  0.000126      7982  4018.198114  ThI   
  652  4018.271595  0.000128      4229  4018.271741  NoID  
  653  4018.393682  0.000133      1887  4018.393780  ThI   
  654  4019.489015  0.000129      1759  4019.491204  ThI   
  655  4019.645403  0.000151       766  4019.644857  ThI   
  656  4020.264771  0.000114    506764  4020.264885  ThII  
  657  4020.505877  0.000139      1520               ?     
  658  4020.603268  0.000134      2086  4020.603518  NoID  
  659  4021.490226  0.000128     19055  4021.490443  ThI   
  660  4021.744887  0.000136      2334  4021.745514  NoID  
  661  4022.285872  0.000133      6072  4022.286282  ThI   
  662  4022.887225  0.000116      6394  4022.887284  ThI   
  663  4025.143329  0.000135       696  4025.144061  NoID  
  664  4025.309039  0.000148       739  4025.312372  NoID  
  665  4025.939677  0.000112     84537  4025.939936  ThI   
  666  4026.137384  0.000124      1494  4026.140668  NoID  
  667  4026.755626  0.003796      1396               ?     
  668  4026.793331  0.000287      8480  4026.793300  ThII  
  669  4027.023851  0.001168       422  4027.026713  NoID  
  670  4027.078919  0.000445       861  4027.082792  ThII  
  671  4027.887114  0.000249       612  4027.887936  NoID  
  672  4028.091000  0.000205      7567  4028.093373  NoID  
  673  4028.146805  0.000110    138441  4028.147162  ThI   
  674  4028.438264  0.001688       656               ?     
  675  4028.479167  0.000540      2326  4028.480000  ThII  
  676  4028.565109  0.001518       735               ?     
  677  4028.624182  0.001649       615               ?     
  678  4028.684366  0.000276      3399  4028.684702  ThI   
  679  4028.788970  0.000114      2427  4028.789634  ThII  
  680  4029.422767  0.000655      1440               ?     
  681  4029.472649  0.000265      4772  4029.472513  ThI   
  682  4029.529483  0.001482       458               ?     
  683  4029.676338  0.001684       907               ?     
  684  4029.724881  0.001317       880  4029.724327  NoID  
  685  4029.772572  0.001497       676  4029.767863  ThI   
  686  4029.837038  0.000118      1476  4029.837643  ThII  
  687  4030.459475  0.000118      1678  4030.460755  ThII  
  688  4030.658982  0.000114      2201  4030.658202  ThII  
  689  4030.796287  0.000109     18001  4030.796121  ThI   
  690  4030.964897  0.000108     41485  4030.964353  ThI   
  691  4031.352881  0.000117      1516  4031.351823  ThI   
  692  4031.431515  0.000108     51795  4031.431410  NoID  
  693  4031.981462  0.000109    534811  4031.981467  ThI   
  694  4033.735221  0.000115     48281  4033.734639  ThI   
  695  4034.909472  0.000349     18131               ?     
  696  4034.947891  0.000153    124005  4034.948985  ArII  
  697  4035.046172  0.000113     52195  4035.046737  ThI   
  698  4035.386199  0.000116      7992  4035.386058  ThII  
  699  4035.741868  0.000114      1542  4035.743661  NoID  
  700  4036.016485  0.000571      3524  4036.017566  ThI   
  701  4036.061954  0.000432      4696  4036.061939  ThII  
  702  4036.109729  0.000825      1067               ?     
  703  4036.493444  0.000126      1984  4036.491872  NoID  
  704  4036.600671  0.000116     89409  4036.599851  ArII  
  705  4036.871007  0.000115     11861  4036.870661  ThI   
  706  4036.972272  0.000122      2731  4036.970593  NoID  
  707  4037.074598  0.000140      2639               ?     
  708  4037.188251  0.000099    983847  4037.188285  ThI   
  709  4037.501485  0.000117      6092  4037.500792  ThI   
  710  4037.705972  0.000113     65556  4037.705727  ThII  
  711  4038.702798  0.000116     14678  4038.702221  ThI   
  712  4038.800705  0.000134      1148  4038.804331  ThI   
  713  4039.370148  0.000116     24650  4039.369668  ThI   
  714  4039.597928  0.000119      5112  4039.597394  ThI   
  715  4039.779400  0.000150       586  4039.777181  ThI   
  716  4039.945965  0.000119     20410  4039.944890  ArII  
  717  4040.102818  0.000125      3332  4040.101155  NoID  
  718  4040.164253  0.000126      3215  4040.164438  ThI   
  719  4040.411249  0.000123      2389  4040.410081  ThI   
  720  4041.007002  0.000118     24082  4041.006224  ThI   
  721  4041.534417  0.000124      2877  4041.534674  ThII  
  722  4042.057967  0.000136      7844  4042.057217  NoID  
  723  4042.115118  0.000202      3703  4042.115235  ThI   
  724  4042.345131  0.000122     15585  4042.345330  ThII  
  725  4043.323000  0.000129      2977  4043.322993  ArII  
  726  4043.410966  0.000154      1153  4043.410214  NoID  
  727  4044.036536  0.000127    497782  4044.035568  ArII  
  728  4044.272506  0.000126     14641  4044.272506  ThII  
  729  4044.537355  0.000121    189203  4044.537116  ThI   
  730  4045.560618  0.000132    625223  4045.560176  ArI   
  731  4046.069490  0.000134      9243  4046.069600  ThI   
  732  4046.369503  0.000135      9582  4046.369583  ThI   
  733  4046.770459  0.000473      3044  4046.770420  ThII  
  734  4046.819058  0.000226     11543  4046.819025  ArII  
  735  4047.108417  0.000140     51412  4047.108112  ArI   
  736  4047.394865  0.000143      4422  4047.395241  ThI   
  737  4047.968371  0.000120      3017  4047.967983  ThI   
  738  4048.203258  0.000127      1377  4048.202301  ThI   
  739  4049.431203  0.000116     25877  4049.431212  ThI   
  740  4049.576873  0.000116     20645  4049.576077  ThI   
  741  4049.647606  0.000122      2722               ?     
  742  4051.088594  0.000114     62829  4051.088750  ThI   
  743  4052.031497  0.000113     55731  4052.031472  NoID  
  744  4052.260814  0.000114     15381  4052.264716  ArII  
  745  4052.333850  0.000115      6791  4052.338185  NoID  
  746  4052.534623  0.000159       468               ?     
  747  4052.643584  0.000113     10292  4052.643564  ThI   
  748  4053.058489  0.000137       643  4053.058097  ThI   
